Descripcion,Marca,Compra Total,Ingreso Total,Pendiente,Estado,Fecha,Año,Marca_Unificada,Ingreso_Std
Juego de llaves allen extra largo mm y torx 18 pzas,BIASSONI,1.0,1.0,0.0,FULL,2025-11-08,2025,BIASSONI,-0.4522380601662102
Aerosol smart paint aa verde oscuro  350ml/250g,DOBLE A - AE,90.0,90.0,0.0,FULL,2025-11-08,2025,DOBLE A,-0.3040133765556031
Pincel elefante serie 1000 n° 10,EL GALGO,500.0,500.0,0.0,FULL,2025-11-08,2025,EL GALGO,0.3788194355831486
Difusor ø 2.4mm wp-17/18/26,FERROLAN,400.0,400.0,0.0,FULL,2025-11-08,2025,FERROLAN,0.21227484725662382
Pincel elefante serie 1000 nº 15,EL GALGO,500.0,500.0,0.0,FULL,2025-11-08,2025,EL GALGO,0.3788194355831486
Pincel elefante serie 1000 nº 20,EL GALGO,500.0,500.0,0.0,FULL,2025-11-08,2025,EL GALGO,0.3788194355831486
Pilas aaa - blister de 4 unidades,SICA,100.0,100.0,0.0,FULL,2025-11-08,2025,SICA,-0.28735891772295064
Mordaza ø 2.4mm wpm-17/18/26,FERROLAN,400.0,400.0,0.0,FULL,2025-11-08,2025,FERROLAN,0.21227484725662382
Regulador caudalimetro argon (linea industrial),FERROLAN,20.0,20.0,0.0,FULL,2025-11-08,2025,FERROLAN,-0.42059458838417046
Trapo de piso gris 48 x 62 aprox,SINA,1000.0,1000.0,0.0,FULL,2025-11-08,2025,SINA,1.2115423772157727
Rejilla california 45 x 42 aprox,SINA,1000.0,1000.0,0.0,FULL,2025-11-08,2025,SINA,1.2115423772157727
Raid mmm aerosol 5en1 360cc,JHONSON,600.0,600.0,0.0,FULL,2025-11-08,2025,JHONSON,0.5453640239096734
Glade aerosol 360cc flores tropical y coco,JHONSON,200.0,200.0,0.0,FULL,2025-11-08,2025,JHONSON,-0.12081432939642582
Glade aerosol 360cc potpurri,JHONSON,200.0,200.0,0.0,FULL,2025-11-08,2025,JHONSON,-0.12081432939642582
Glade aerosol 360cc mango tropical,JHONSON,200.0,200.0,0.0,FULL,2025-11-08,2025,JHONSON,-0.12081432939642582
Escoba sina 7 cm base plastica,SINA,50.0,50.0,0.0,FULL,2025-11-08,2025,SINA,-0.37063121188621306
Teflon alta densidad 3/4x40,LATYN - PLAS,100.0,100.0,0.0,FULL,2025-11-08,2025,LATYN - PLAS,-0.28735891772295064
"Nivel biassoni torpedo 9"" b/magnetica",BIASSONI,20.0,20.0,0.0,FULL,2025-11-08,2025,BIASSONI,-0.42059458838417046
Balde c/escurridor vileda,SINA,1.0,0.0,1.0,FULL,2025-11-08,2025,SINA,-0.45390350604947544
Escoba sina 7 cm base plastica,SINA,50.0,50.0,0.0,FULL,2025-11-08,2025,SINA,-0.37063121188621306
"Tanza de albañil - espesor 0,8 mm - largo 100 m",BIASSONI,100.0,100.0,0.0,FULL,2025-10-18,2025,BIASSONI,-0.28735891772295064
Cinta metrica evel premiumblok - automatica 10 mts,EVEL,30.0,30.0,0.0,FULL,2025-10-18,2025,EVEL,-0.40394012955151803
"Abrazadera perfecto 7mm 8-12 (1/2"")",FERRETERIA,200.0,200.0,0.0,FULL,2025-10-18,2025,FERRETERIA,-0.12081432939642582
Cesto de residuo rect pedal 30 l blanco - sanitario,SINA,1.0,1.0,0.0,FULL,2025-10-18,2025,SINA,-0.4522380601662102
"Pantalon cargo del norte hombre ""pampero""  verde t 46",PAMPERO,2.0,2.0,0.0,FULL,2025-10-18,2025,PAMPERO,-0.450572614282945
Camisa jeans pampero demin - azul suavisado t48,PAMPERO,2.0,2.0,0.0,FULL,2025-10-18,2025,PAMPERO,-0.450572614282945
Pinza porta masa helictor 600,HELICTOR,20.0,20.0,0.0,FULL,2025-10-18,2025,HELICTOR,-0.42059458838417046
Mecha hss (acero rapido)  ø 14.00mm  bremen®,BREMEN,5.0,5.0,0.0,FULL,2025-10-18,2025,BREMEN,-0.4455762766331492
Piedritas para chispero (hb),SEGUTECNIC,200.0,200.0,0.0,FULL,2025-10-18,2025,SEGUTECNIC,-0.12081432939642582
Punta aletada miniflex  50 x 30  #40,CORMET,200.0,200.0,0.0,FULL,2025-10-18,2025,CORMET,-0.12081432939642582
Disco flap ox zirconio r822 norzon fepa 40 115 x 22,TEKBOND,300.0,300.0,0.0,FULL,2025-10-18,2025,TEKBOND,0.045730258930099
Camisa jeans pampero demin - azul suavisado t46,PAMPERO,2.0,2.0,0.0,FULL,2025-10-18,2025,PAMPERO,-0.450572614282945
Camisa jeans pampero demin - azul suavisado t50,PAMPERO,2.0,2.0,0.0,FULL,2025-10-18,2025,PAMPERO,-0.450572614282945
Cinta 30 mts.art.3001 pintada,BULONFER,2.0,2.0,0.0,FULL,2025-10-18,2025,BULONFER,-0.450572614282945
Cinta 50 mts.art.5001 pintada,BULONFER,2.0,2.0,0.0,FULL,2025-10-18,2025,BULONFER,-0.450572614282945
Inflador de neumaticos con manometro (pistola) bremen,GEN21,3.0,3.0,0.0,FULL,2025-10-18,2025,GEN21,-0.4489071683996797
"Disco ""fenobond"" 178x22   36",DOBLE A - LIJ,500.0,500.0,0.0,FULL,2025-10-18,2025,DOBLE A,0.3788194355831486
Rueda neumatica p/hormigonera de nylon 400x80,MECANOBRA,20.0,20.0,0.0,FULL,2025-10-03,2025,MECANOBRA,-0.42059458838417046
Rueda neumatica de chapa p/carretilla,MECANOBRA,20.0,20.0,0.0,FULL,2025-10-03,2025,MECANOBRA,-0.42059458838417046
Candado sekur 50 estándar,SEKUR,10.0,10.0,0.0,FULL,2025-10-03,2025,SEKUR,-0.43724904721682295
Cinta metrica evel retroblok - automatica 5 mts,EVEL,20.0,20.0,0.0,FULL,2025-10-03,2025,EVEL,-0.42059458838417046
Cinta metrica evel profesional - acero amarillo - enrrollable 20 mt,EVEL,20.0,20.0,0.0,FULL,2025-10-03,2025,EVEL,-0.42059458838417046
"Nivel biassoni torpedo 9"" b/magnetica",BIASSONI,10.0,10.0,0.0,FULL,2025-10-03,2025,BIASSONI,-0.43724904721682295
Mandril promoline 13mm+vastago+tornillo,BOSCH,10.0,10.0,0.0,FULL,2025-10-03,2025,BOSCH,-0.43724904721682295
"Disco corte plano linea quantum 115,3x1,6x22,2",NORTON STD,3000.0,3000.0,0.0,FULL,2025-10-03,2025,NORTON STD,4.542434143746269
Disco flap ultra zir plastico ang 115x22 #40,DOBLE A - DIS,500.0,500.0,0.0,FULL,2025-10-03,2025,DOBLE A - DIS,0.3788194355831486
Cepillo trenzado circular 115- rosca m14- 12500 rpm,ALIAFOR - PE,500.0,500.0,0.0,FULL,2025-10-03,2025,ALIAFOR - PE,0.3788194355831486
Aerosol smart paint aa negro brillante  350ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-10-03,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa blanco brillante  350ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-10-03,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa rojo  350 ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-10-03,2025,DOBLE A,-0.3339914024543776
Cinta aisladora doble a negro 18 x 20,DOBLE A - CIN,300.0,300.0,0.0,FULL,2025-10-03,2025,DOBLE A - CIN,0.045730258930099
Cinta aisladora doble a azul 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-10-03,2025,DOBLE A - CIN,-0.12081432939642582
Cinta aisladora doble a rojo 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-10-03,2025,DOBLE A - CIN,-0.12081432939642582
Punta aletada miniflex  70 x 30  #40,CORMET,300.0,300.0,0.0,FULL,2025-10-03,2025,CORMET,0.045730258930099
Varilla er70s-3 merit jg-51 x caja de 5 kg,LINCOLN CON,200.0,200.0,0.0,FULL,2025-10-03,2025,LINCOLN CON,-0.12081432939642582
Film stretch 0.5x350 virgen,AGROREDES,40.0,40.0,0.0,FULL,2025-10-03,2025,AGROREDES,-0.38728567071886555
Bolsas 90 x120 cm rojas 80 micrones,FASTER BAGS,1000.0,1000.0,0.0,FULL,2025-10-03,2025,FASTER BAGS,1.2115423772157727
Bolsas 90 x120 cm verdes 80 micrones,FASTER BAGS,1000.0,1000.0,0.0,FULL,2025-10-03,2025,FASTER BAGS,1.2115423772157727
Bolsas 90 x120 cm amarillas 80 micrones,FASTER BAGS,1000.0,1000.0,0.0,FULL,2025-10-03,2025,FASTER BAGS,1.2115423772157727
Tobera unica corta 15.00 mm rosca cuadrada 3p,SUMIG,200.0,200.0,0.0,FULL,2025-10-03,2025,SUMIG,-0.12081432939642582
Tanza albañil gardex 0.80mm x 100m. carretel,FERRETERIA,100.0,100.0,0.0,FULL,2025-10-03,2025,FERRETERIA,-0.28735891772295064
Cinta 903 48 x 40 (x20 und),DOBLE A - CIN,300.0,300.0,0.0,FULL,2025-10-03,2025,DOBLE A - CIN,0.045730258930099
Cinta transparente c292 48 x 40,DOBLE A - CIN,300.0,300.0,0.0,FULL,2025-10-03,2025,DOBLE A - CIN,0.045730258930099
Cuchilla metalica retractil bremen® blist,BREMEN,10.0,10.0,0.0,FULL,2025-10-03,2025,BREMEN,-0.43724904721682295
"Broca escalonada hss 13 escalones 6-30mm (largo completo 93,5mm)",BOSCH,2.0,2.0,0.0,FULL,2025-10-03,2025,BOSCH,-0.450572614282945
Punta para atornillar - phillips - #2 x 50mm - x 3u,BOSCH,10.0,10.0,0.0,FULL,2025-10-03,2025,BOSCH,-0.43724904721682295
Candado de bronce cr-60 doble traba papaiz,PROTEC,5.0,5.0,0.0,FULL,2025-10-03,2025,PROTEC,-0.4455762766331492
Pulverizador sina® 1 l aprox. cilindrico,SINA,100.0,100.0,0.0,FULL,2025-10-03,2025,SINA,-0.28735891772295064
Franela sina 100% algodon 40*50,SINA,500.0,500.0,0.0,FULL,2025-10-03,2025,SINA,0.3788194355831486
Blem aero madera original 360cc,JHONSON,720.0,720.0,0.0,FULL,2025-10-03,2025,JHONSON,0.7452175299015033
,,0.0,0.0,0.0,,2025-10-03,2025,,-0.45390350604947544
,,0.0,0.0,0.0,,2025-10-03,2025,,-0.45390350604947544
,,0.0,0.0,0.0,,2025-10-03,2025,,-0.45390350604947544
,,0.0,0.0,0.0,,2025-10-03,2025,,-0.45390350604947544
Candado de bronce cr-40 doble traba papaiz,PROTEC,20.0,20.0,0.0,FULL,2025-07-28,2025,PROTEC,-0.42059458838417046
Candado hierro castle 50mm doble traba,CASTLE,10.0,10.0,0.0,FULL,2025-07-28,2025,CASTLE,-0.43724904721682295
Candado de bronce cr-60 doble traba papaiz,PROTEC,5.0,5.0,0.0,FULL,2025-07-28,2025,PROTEC,-0.4455762766331492
Cinta metrica evel premiumblok - automatica 8 mts,EVEL,20.0,20.0,0.0,FULL,2025-07-28,2025,EVEL,-0.42059458838417046
Cinta metrica evel retroblok - automatica 5 mts,EVEL,20.0,20.0,0.0,FULL,2025-07-28,2025,EVEL,-0.42059458838417046
"Nivel biassoni torpedo 9"" b/magnetica",BIASSONI,10.0,10.0,0.0,FULL,2025-07-28,2025,BIASSONI,-0.43724904721682295
Destornillador mango goma  ph (+) #2 (ø6x125mm)  bremen®,BREMEN,15.0,15.0,0.0,FULL,2025-07-28,2025,BREMEN,-0.4289218178004967
"Alicate corte oblicuo linea haus 6""",BREMEN,10.0,10.0,0.0,FULL,2025-07-28,2025,BREMEN,-0.43724904721682295
"Abrazadera perfecto 7mm 8-12 (1/2"")",FERRETERIA,200.0,200.0,0.0,FULL,2025-07-28,2025,FERRETERIA,-0.12081432939642582
"Abrazadera imp. 14-27mm - 1""",FERRETERIA,200.0,200.0,0.0,FULL,2025-07-28,2025,FERRETERIA,-0.12081432939642582
Kwb - mandril 13 mm,KWB,10.0,10.0,0.0,FULL,2025-07-28,2025,KWB,-0.43724904721682295
Pilas aaa - blister de 4 unidades,SICA,75.0,75.0,0.0,FULL,2025-07-28,2025,SICA,-0.32899506480458185
Pilas aa -  blister de 4 unidades,SICA,75.0,75.0,0.0,FULL,2025-07-28,2025,SICA,-0.32899506480458185
Baterias 9 v,SICA,30.0,30.0,0.0,FULL,2025-07-28,2025,SICA,-0.40394012955151803
"Disco de corte t41  master acero 115x1,6x22,2",DOBLE A - DIS,3000.0,3000.0,0.0,PARCIAL,2025-07-28,2025,DOBLE A - DIS,4.542434143746269
"Disco de corte cd t42  master acero 115x3,0x22.2",DOBLE A - DIS,500.0,500.0,0.0,FULL,2025-07-28,2025,DOBLE A - DIS,0.3788194355831486
"Disco corte plano bna 12 177,8x1,6x22,2",NORTON,2000.0,2000.0,0.0,FULL,2025-07-28,2025,NORTON,2.8769882604810206
"Disco de corte t41  master acero 180x1,6x22,2",DOBLE A - DIS,1000.0,1000.0,0.0,FULL,2025-07-28,2025,DOBLE A - DIS,1.2115423772157727
Aerosol smart paint aa blanco brillante  350ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-07-28,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa rojo  350 ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-07-28,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa amarillo  350ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-07-28,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa celeste  350 ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-07-28,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa naranja  350 ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-07-28,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa rosa  350 ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-07-28,2025,DOBLE A,-0.3339914024543776
Aerosol smart paint aa verde  350 ml/250g,DOBLE A - AE,72.0,72.0,0.0,FULL,2025-07-28,2025,DOBLE A,-0.3339914024543776
Cinta aisladora doble a negro 18 x 20,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-07-28,2025,DOBLE A - CIN,-0.12081432939642582
Cinta aisladora doble a verde 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-07-28,2025,DOBLE A - CIN,-0.12081432939642582
Cinta aisladora doble a azul 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-07-28,2025,DOBLE A - CIN,-0.12081432939642582
Cinta aisladora doble a rojo 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-07-28,2025,DOBLE A - CIN,-0.12081432939642582
Cinta pvc tacsa aislante 20 mt. amarilla,FERRETERIA,200.0,200.0,0.0,FULL,2025-07-28,2025,FERRETERIA,-0.12081432939642582
"Alambre tubular lincoln e71t-1c en 1,2m (x rollo de 15kg)",LINCOLN EQU,50.0,50.0,0.0,FULL,2025-07-28,2025,LINCOLN,-0.37063121188621306
Repuesto jabonera estacion lavamanos,INDUQUEN,32.0,32.0,0.0,FULL,2025-07-28,2025,INDUQUEN,-0.4006092377849875
Repuesto bacha estacion lavamanos,INDUQUEN,32.0,32.0,0.0,FULL,2025-07-28,2025,INDUQUEN,-0.4006092377849875
Repuesto bomba lavamanos,INDUQUEN,32.0,32.0,0.0,FULL,2025-07-28,2025,INDUQUEN,-0.4006092377849875
Repuesto pico  lavamanos,INDUQUEN,32.0,32.0,0.0,FULL,2025-07-28,2025,INDUQUEN,-0.4006092377849875
Puntas montadas a.1 gris,CORMET,250.0,250.0,0.0,FULL,2025-07-28,2025,CORMET,-0.03754203523316341
Puntas montadas a.2 gris,CORMET,250.0,250.0,0.0,FULL,2025-07-28,2025,CORMET,-0.03754203523316341
Puntas montadas a.3 gris,CORMET,250.0,250.0,0.0,FULL,2025-07-28,2025,CORMET,-0.03754203523316341
Busa wp17/18/26 ø 11mm (7/16 ) # 7,FERROLAN,200.0,200.0,0.0,FULL,2025-07-28,2025,FERROLAN,-0.12081432939642582
Busa wp17/18/26 ø 10mm (3/8 ) # 6,FERROLAN,200.0,200.0,0.0,FULL,2025-07-28,2025,FERROLAN,-0.12081432939642582
Busa wp/17/18/26 ø 12.7mm (1/2 # 8,FERROLAN,200.0,200.0,0.0,FULL,2025-07-28,2025,FERROLAN,-0.12081432939642582
Punta aletada miniflex  50 x 30  #40,CORMET,300.0,300.0,0.0,FULL,2025-07-28,2025,CORMET,0.045730258930099
Punta aletada miniflex  70 x 30  #40,CORMET,300.0,300.0,0.0,FULL,2025-07-28,2025,CORMET,0.045730258930099
Piedritas para chispero (hb),SEGUTECNIC,100.0,100.0,0.0,FULL,2025-07-28,2025,SEGUTECNIC,-0.28735891772295064
Manguera industrial (traslucido) 12 x 18 mm 50 mts,TECNOCOM,250.0,250.0,0.0,FULL,2025-07-28,2025,TECNOCOM,-0.03754203523316341
"Electrodo kiswell  7018 -  3,20 mm  x kg",KISWELL,3000.0,3000.0,0.0,FULL,2025-07-28,2025,KISWELL,4.542434143746269
Espuma poliuretano expansible beige 500ml/360gr,TEKBOND,10.0,10.0,0.0,FULL,2025-07-28,2025,TEKBOND,-0.43724904721682295
La gotita® pomo 2ml,CAMPI,10.0,10.0,0.0,FULL,2025-07-28,2025,CAMPI,-0.43724904721682295
Hss pointteq hex - juego de mechas p/metal 6mm 10 unidades,BOSCH,1.0,1.0,0.0,FULL,2025-07-28,2025,BOSCH,-0.4522380601662102
Hss pointteq hex - juego de mechas p/metal 12mm 5 unidades,BOSCH,2.0,2.0,0.0,FULL,2025-07-28,2025,BOSCH,-0.450572614282945
"Hss pointteq hex, 8mm, 5 pzs",BOSCH,2.0,2.0,0.0,FULL,2025-07-28,2025,BOSCH,-0.450572614282945
"Fischer - mecha acero rapido  hss din 338 f3  10,50 mm",FISCHER,10.0,10.0,0.0,FULL,2025-07-28,2025,FISCHER,-0.43724904721682295
Mecha / broca  a. rapido  a114 13.00mm,DORMER,10.0,10.0,0.0,FULL,2025-07-28,2025,DORMER,-0.43724904721682295
Mecha hss (acero rapido)  ø 14.00mm  bremen®,BREMEN,10.0,10.0,0.0,FULL,2025-07-28,2025,BREMEN,-0.43724904721682295
Wd-40® 155g,CAMPI,40.0,40.0,0.0,FULL,2025-07-28,2025,CAMPI,-0.38728567071886555
Mecha hss (acero rapido)  ø 16.00mm  bremen®,BREMEN,5.0,5.0,0.0,FULL,2025-07-28,2025,BREMEN,-0.4455762766331492
Mecha hss (acero rapido)  ø 18.00mm  bremen®,BREMEN,5.0,5.0,0.0,FULL,2025-07-28,2025,BREMEN,-0.4455762766331492
Hilo entizado (chocla) 30mts con 100gs de tiza,FERRETERIA,20.0,20.0,0.0,FULL,2025-06-28,2025,FERRETERIA,-0.42059458838417046
Candado hierro castle 40mm doble traba,CASTLE,20.0,20.0,0.0,FULL,2025-06-28,2025,CASTLE,-0.42059458838417046
Wd-40® 155g,CAMPI,40.0,40.0,0.0,FULL,2025-06-28,2025,CAMPI,-0.38728567071886555
"Llave biassoni   ajustable - 12""",BIASSONI,15.0,15.0,0.0,FULL,2025-06-28,2025,BIASSONI,-0.4289218178004967
Fischer - silicona neutra transparente x 260 ml,FISCHER,10.0,10.0,0.0,FULL,2025-06-28,2025,FISCHER,-0.43724904721682295
Destornillador mango goma  ph (+) #2 (ø6x125mm)  bremen®,BREMEN,15.0,15.0,0.0,FULL,2025-06-28,2025,BREMEN,-0.4289218178004967
"Pinza universal - 8""",BIASSONI,15.0,15.0,0.0,FULL,2025-06-28,2025,BIASSONI,-0.4289218178004967
"Nivel biassoni torpedo 9"" b/magnetica",BIASSONI,15.0,15.0,0.0,FULL,2025-06-28,2025,BIASSONI,-0.4289218178004967
Tanza albañil gardex 0.80mm x 100m. carretel,FERRETERIA,100.0,100.0,0.0,FULL,2025-06-28,2025,FERRETERIA,-0.28735891772295064
Cinta metrica evel retroblok - automatica 5 mts,EVEL,30.0,30.0,0.0,FULL,2025-06-28,2025,EVEL,-0.40394012955151803
"Nivel de aluminio - i-bean - 12""",BIASSONI,15.0,15.0,0.0,FULL,2025-06-28,2025,BIASSONI,-0.4289218178004967
"Abrazadera perfecto 7mm 8-12 (1/2"")",FERRETERIA,100.0,100.0,0.0,FULL,2025-06-28,2025,FERRETERIA,-0.28735891772295064
"Pinza biassoni pico loro multifix 10""",BIASSONI,10.0,10.0,0.0,FULL,2025-06-28,2025,BIASSONI,-0.43724904721682295
Cesto de residuo rect pedal 30 l azul papel carton,SINA,2.0,2.0,0.0,FULL,2025-06-28,2025,SINA,-0.450572614282945
"Pantalon cargo fit ""pampero""  verde t 42",PAMPERO,2.0,2.0,0.0,FULL,2025-06-28,2025,PAMPERO,-0.450572614282945
Camisa jeans pampero demin - azul suavisado t50,PAMPERO,2.0,2.0,0.0,FULL,2025-06-28,2025,PAMPERO,-0.450572614282945
Cuchilla metalica retractil bremen® blist,BREMEN,10.0,10.0,0.0,FULL,2025-06-28,2025,BREMEN,-0.43724904721682295
Pilas aa -  blister de 4 unidades,SICA,25.0,25.0,0.0,FULL,2025-06-28,2025,SICA,-0.4122673589678443
Cinta aisladora doble a negro 18 x 20,DOBLE A - CIN,250.0,250.0,0.0,FULL,2025-06-28,2025,DOBLE A - CIN,-0.03754203523316341
Cinta aisladora doble a verde 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-06-28,2025,DOBLE A - CIN,-0.12081432939642582
Cinta aisladora doble a azul 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-06-28,2025,DOBLE A - CIN,-0.12081432939642582
Cinta aisladora doble a rojo 18 x 10,DOBLE A - CIN,200.0,200.0,0.0,FULL,2025-06-28,2025,DOBLE A - CIN,-0.12081432939642582
Cinta pvc tacsa aislante 20 mt. amarilla,FERRETERIA,200.0,200.0,0.0,FULL,2025-06-28,2025,FERRETERIA,-0.12081432939642582
"Fischer - mecha acero rapido  hss din 338 f3  8,50 mm",FISCHER,10.0,10.0,0.0,FULL,2025-06-28,2025,FISCHER,-0.43724904721682295
Llave para mandril 13 mm dogo,DOGO,5.0,5.0,0.0,FULL,2025-06-28,2025,DOGO,-0.4455762766331492
Pincel elefante serie 1000 nº 10,EL GALGO,1000.0,1000.0,0.0,FULL,2025-06-28,2025,EL GALGO,1.2115423772157727
Pincel elefante serie 1000 nº 15,EL GALGO,1000.0,1000.0,0.0,FULL,2025-06-28,2025,EL GALGO,1.2115423772157727
Pincel elefante serie 1000 nº 20,EL GALGO,1000.0,1000.0,0.0,FULL,2025-06-28,2025,EL GALGO,1.2115423772157727
Pincel elefante serie 1000 nº 25,EL GALGO,1000.0,1000.0,0.0,FULL,2025-06-28,2025,EL GALGO,1.2115423772157727
Rodillo arte foam nº 07,EL GALGO,1000.0,1000.0,0.0,FULL,2025-06-28,2025,EL GALGO,1.2115423772157727
Rodillo arte foam nº 11,EL GALGO,1000.0,1000.0,0.0,FULL,2025-06-28,2025,EL GALGO,1.2115423772157727
Rodillo arte foam nº 16,EL GALGO,1000.0,1000.0,0.0,FULL,2025-06-28,2025,EL GALGO,1.2115423772157727
Mecha hss (acero rapido)  ø 18.00mm  bremen®,BREMEN,3.0,3.0,0.0,FULL,2025-06-28,2025,BREMEN,-0.4489071683996797
Mecha hss (acero rapido)  ø 20.00mm  bremen®,BREMEN,3.0,3.0,0.0,FULL,2025-06-28,2025,BREMEN,-0.4489071683996797
"Cable antilatigo de 1/8"" x 480 mm ac",,40.0,40.0,0.0,FULL,2025-06-28,2025,,-0.38728567071886555
"Acople med. vuel. americ. sal. manguera 1/2""",OVNISA,20.0,20.0,0.0,FULL,2025-06-28,2025,OVNISA,-0.42059458838417046
"Acople med. vuel. americ. sal. manguera 3/4""",OVNISA,40.0,40.0,0.0,FULL,2025-06-28,2025,OVNISA,-0.38728567071886555
"Acople med. vuel. americ. sal. manguera 1""",OVNISA,20.0,20.0,0.0,FULL,2025-06-28,2025,OVNISA,-0.42059458838417046
Rueda neumatica 3.25 mm bujes 1/2-5/8-1 carretilla,FERRETERIA,20.0,20.0,0.0,FULL,2025-06-28,2025,FERRETERIA,-0.42059458838417046
,,0.0,0.0,0.0,,2025-06-28,2025,,-0.45390350604947544
,,0.0,0.0,0.0,,2025-06-28,2025,,-0.45390350604947544
Cinta metrica evel premiumblok - automatica 5 mts,EVEL,20.0,20.0,0.0,FULL,2025-06-02,2025,EVEL,-0.42059458838417046
Elect. tung. thorio ø 2.4mm x 175mm,FERRETERIA,20.0,20.0,0.0,FULL,2025-06-02,2025,FERRETERIA,-0.42059458838417046
Cinta 903 48 x 40,DOBLE A-CIN,500.0,500.0,0.0,FULL,2025-06-02,2025,DOBLE A-CIN,0.3788194355831486
Wd-40® 155g,CAMPI,20.0,20.0,0.0,FULL,2025-06-02,2025,CAMPI,-0.42059458838417046
Mordaza ø 2.4mm wpm-17/18/26,FERROLAN,400.0,400.0,0.0,FULL,2025-06-02,2025,FERROLAN,0.21227484725662382
Disco flap ultra zir plastico ang 115x22 #40,DOBLE A-CIN,400.0,400.0,0.0,FULL,2025-06-02,2025,DOBLE A-CIN,0.21227484725662382
Disco flap ox zirconio r822 norzon fepa 40 180 x 22,NORTON,400.0,400.0,0.0,FULL,2025-06-02,2025,NORTON,0.21227484725662382
"Disco corte plano linea quantum 115,3x1,6x22,2",NORTON,3000.0,3000.0,0.0,FULL,2025-06-02,2025,NORTON,4.542434143746269
"Disco corte plano linea quantum 177,8x1,6x22,2",NORTON,3000.0,3000.0,0.0,FULL,2025-06-02,2025,NORTON,4.542434143746269
"Disco de corte cd t42 master acero 115x3,0x22.2",DOBLE A-CIN,600.0,600.0,0.0,FULL,2025-06-02,2025,DOBLE A-CIN,0.5453640239096734
"Disco debaste dd t27 master acero115x5,0x22,2",DOBLE A-CIN,600.0,600.0,0.0,FULL,2025-06-02,2025,DOBLE A-CIN,0.5453640239096734
"Disco corte cent deprim bda 32 114,3x3,0x22,2",NORTON,400.0,400.0,0.0,FULL,2025-06-02,2025,NORTON,0.21227484725662382
Cepillo circular trenzado c9 m/n rosca 14,FPL,500.0,500.0,0.0,FULL,2025-06-02,2025,FPL,0.3788194355831486
Cepillo circular trenzado 150 c6 eje 22 alamb 0.5,FPL,500.0,500.0,0.0,FULL,2025-06-02,2025,FPL,0.3788194355831486
"Disco ""fenobond"" 178x22",DOBLE A-LIJA,1000.0,1000.0,0.0,FULL,2025-06-02,2025,DOBLE A-LIJA,1.2115423772157727
"Disco ""fenobond"" 115x22 36",DOBLE A-LIJA,500.0,500.0,0.0,FULL,2025-06-02,2025,DOBLE A-LIJA,0.3788194355831486
Punta aletada miniflex 50 x 30 #40,CORMET,200.0,200.0,0.0,FULL,2025-06-02,2025,CORMET,-0.12081432939642582
Punta aletada miniflex 70 x 30 #40,CORMET,200.0,200.0,0.0,FULL,2025-06-02,2025,CORMET,-0.12081432939642582
Aerosol smart paint aa naranja 350 ml/250g,DOBLE A-ARF,60.0,60.0,0.0,FULL,2025-06-02,2025,DOBLE A-ARF,-0.3539767530535606
Aerosol smart paint aa azul 350 ml/250g,DOBLE A-ARF,60.0,60.0,0.0,FULL,2025-06-02,2025,DOBLE A-ARF,-0.3539767530535606
Aerosol smart paint aa verde 350 ml/250g,DOBLE A-ARF,60.0,60.0,0.0,FULL,2025-06-02,2025,DOBLE A-ARF,-0.3539767530535606
Aerosol smart paint aa rojo 350 ml/250g,DOBLE A-ARF,60.0,60.0,0.0,FULL,2025-06-02,2025,DOBLE A-ARF,-0.3539767530535606
Aerosol smart paint aa amarillo 350ml/250g,DOBLE A-ARF,60.0,60.0,0.0,FULL,2025-06-02,2025,DOBLE A-ARF,-0.3539767530535606
Mecha / broca a. rapido a114 10.00mm,DORMER,20.0,20.0,0.0,FULL,2025-06-02,2025,DORMER,-0.42059458838417046
